appid,title,detail_link
3496940,Loot Line - Season 1,https://store.steampowered.com/app/3496940/Loot_Line__Season_1/?snr=1_7_7_230_150_59
1358140,Cooking Simulator VR,https://store.steampowered.com/app/1358140/Cooking_Simulator_VR/?snr=1_7_7_230_150_59
2965230,Where it all Began - Season 1,https://store.steampowered.com/app/2965230/Where_it_all_Began__Season_1/?snr=1_7_7_230_150_59
486310,Meadow - A Shelter Game,https://store.steampowered.com/app/486310/Meadow__A_Shelter_Game/?snr=1_7_7_230_150_59
1528000,Natsuki's Life In Prison,https://store.steampowered.com/app/1528000/Natsukis_Life_In_Prison/?snr=1_7_7_230_150_59
2353700,Realms Of Bondage,https://store.steampowered.com/app/2353700/Realms_Of_Bondage/?snr=1_7_7_230_150_59
1797680,Wee Tanks!,https://store.steampowered.com/app/1797680/Wee_Tanks/?snr=1_7_7_230_150_59
1955230,Penny’s Big Breakaway,https://store.steampowered.com/app/1955230/Pennys_Big_Breakaway/?snr=1_7_7_230_150_59
3692070,One Man´s Trash,https://store.steampowered.com/app/3692070/One_Mans_Trash/?snr=1_7_7_230_150_59
2358050,GraalOnline Era,https://store.steampowered.com/app/2358050/GraalOnline_Era/?snr=1_7_7_230_150_59
418180,Tempest: Pirate Action RPG,https://store.steampowered.com/app/418180/Tempest_Pirate_Action_RPG/?snr=1_7_7_230_150_61
1011670,Totally Reliable Delivery Service,https://store.steampowered.com/app/1011670/Totally_Reliable_Delivery_Service/?snr=1_7_7_230_150_61
1691280,Maximum Football,https://store.steampowered.com/app/1691280/Maximum_Football/?snr=1_7_7_230_150_61
824550,SD GUNDAM BATTLE ALLIANCE,https://store.steampowered.com/app/824550/SD_GUNDAM_BATTLE_ALLIANCE/?snr=1_7_7_230_150_61
1364290,Animalia Survival,https://store.steampowered.com/app/1364290/Animalia_Survival/?snr=1_7_7_230_150_61
3336520,Dinotica,https://store.steampowered.com/app/3336520/Dinotica/?snr=1_7_7_230_150_61
95400,ibb & obb,https://store.steampowered.com/app/95400/ibb__obb/?snr=1_7_7_230_150_61
2662780,Heat Death: Survival Train,https://store.steampowered.com/app/2662780/Heat_Death_Survival_Train/?snr=1_7_7_230_150_61
1909840,JIANGHU CHRONICLES,https://store.steampowered.com/app/1909840/JIANGHU_CHRONICLES/?snr=1_7_7_230_150_61
99610,Civilization V - Civ and Scenario Pack: Polynesia,https://store.steampowered.com/app/99610/Civilization_V__Civ_and_Scenario_Pack_Polynesia/?snr=1_7_7_230_150_61
3073780,Pacific Drive: Anomalous Customization Pack,https://store.steampowered.com/app/3073780/Pacific_Drive_Anomalous_Customization_Pack/?snr=1_7_7_230_150_61
2802710,Quantum Odyssey,https://store.steampowered.com/app/2802710/Quantum_Odyssey/?snr=1_7_7_230_150_61
2906280,Hidden Cats in Spooky Village,https://store.steampowered.com/app/2906280/Hidden_Cats_in_Spooky_Village/?snr=1_7_7_230_150_61
2512560,Butcher's Creek,https://store.steampowered.com/app/2512560/Butchers_Creek/?snr=1_7_7_230_150_61
2011820,Aerofly FS 4 Flight Simulator - Aircraft AddOn,https://store.steampowered.com/app/2011820/Aerofly_FS_4_Flight_Simulator__Aircraft_AddOn/?snr=1_7_7_230_150_61
3698790,Dead by Daylight - Steady Pulse,https://store.steampowered.com/app/3698790/Dead_by_Daylight__Steady_Pulse/?snr=1_7_7_230_150_61
1903560,Atomic Picnic,https://store.steampowered.com/app/1903560/Atomic_Picnic/?snr=1_7_7_230_150_61
1656780,Hero's Hour,https://store.steampowered.com/app/1656780/Heros_Hour/?snr=1_7_7_230_150_61
3333260,WARNO - Nemesis #3 - Homefront,https://store.steampowered.com/app/3333260/WARNO__Nemesis_3__Homefront/?snr=1_7_7_230_150_61
3657180,Skigill,https://store.steampowered.com/app/3657180/Skigill/?snr=1_7_7_230_150_61
1051200,Trover Saves the Universe,https://store.steampowered.com/app/1051200/Trover_Saves_the_Universe/?snr=1_7_7_230_150_61
232890,Stronghold Crusader 2,https://store.steampowered.com/app/232890/Stronghold_Crusader_2/?snr=1_7_7_230_150_61
3805270,The Outlast Trials - Spelunking For Your Life Pack,https://store.steampowered.com/app/3805270/The_Outlast_Trials__Spelunking_For_Your_Life_Pack/?snr=1_7_7_230_150_61
1951230,Pizza Possum,https://store.steampowered.com/app/1951230/Pizza_Possum/?snr=1_7_7_230_150_61
580731,911 Operator - Every Life Matters,https://store.steampowered.com/app/580731/911_Operator__Every_Life_Matters/?snr=1_7_7_230_150_61
544330,Snake Pass,https://store.steampowered.com/app/544330/Snake_Pass/?snr=1_7_7_230_150_61
897450,The Survivalists,https://store.steampowered.com/app/897450/The_Survivalists/?snr=1_7_7_230_150_61
388210,Day of the Tentacle Remastered,https://store.steampowered.com/app/388210/Day_of_the_Tentacle_Remastered/?snr=1_7_7_230_150_61
628800,Super Hydorah,https://store.steampowered.com/app/628800/Super_Hydorah/?snr=1_7_7_230_150_61
1328890,Succubus Affection,https://store.steampowered.com/app/1328890/Succubus_Affection/?snr=1_7_7_230_150_61
3451380,Game of Grass,https://store.steampowered.com/app/3451380/Game_of_Grass/?snr=1_7_7_230_150_61
3723470,Far Fishing,https://store.steampowered.com/app/3723470/Far_Fishing/?snr=1_7_7_230_150_61
410710,System Shock: Enhanced Edition,https://store.steampowered.com/app/410710/System_Shock_Enhanced_Edition/?snr=1_7_7_230_150_61
865680,The Eternal Cylinder,https://store.steampowered.com/app/865680/The_Eternal_Cylinder/?snr=1_7_7_230_150_61
3314120,Breeze of Passion - Extra content,https://store.steampowered.com/app/3314120/Breeze_of_Passion__Extra_content/?snr=1_7_7_230_150_61
3407080,Khatun - Hero - FOR HONOR,https://store.steampowered.com/app/3407080/Khatun__Hero__FOR_HONOR/?snr=1_7_7_230_150_61
3763820,Shooty Shooty Robot Invasion,https://store.steampowered.com/app/3763820/Shooty_Shooty_Robot_Invasion/?snr=1_7_7_230_150_61
518060,Chess Ultra,https://store.steampowered.com/app/518060/Chess_Ultra/?snr=1_7_7_230_150_61
2216770,JOY OF PROGRAMMING - Software Engineering Simulator,https://store.steampowered.com/app/2216770/JOY_OF_PROGRAMMING__Software_Engineering_Simulator/?snr=1_7_7_230_150_61
615770,Nancy Drew®: Message in a Haunted Mansion,https://store.steampowered.com/app/615770/Nancy_Drew_Message_in_a_Haunted_Mansion/?snr=1_7_7_230_150_61
16866,Civilization V - Explorer’s Map Pack,https://store.steampowered.com/app/16866/Civilization_V__Explorers_Map_Pack/?snr=1_7_7_230_150_61
343463,Total War: ATTILA - Empires of Sand Culture Pack,https://store.steampowered.com/app/343463/Total_War_ATTILA__Empires_of_Sand_Culture_Pack/?snr=1_7_7_230_150_61
2071330,DCS: Mirage F1,https://store.steampowered.com/app/2071330/DCS_Mirage_F1/?snr=1_7_7_230_150_61
1238103,Titanfall® 2: Prime Titan Bundle,https://store.steampowered.com/app/1238103/Titanfall_2_Prime_Titan_Bundle/?snr=1_7_7_230_150_61
2275020,Backrooms Rec.,https://store.steampowered.com/app/2275020/Backrooms_Rec/?snr=1_7_7_230_150_61
2990640,Endoparasitic 2,https://store.steampowered.com/app/2990640/Endoparasitic_2/?snr=1_7_7_230_150_61
2004640,Svarog's Dream,https://store.steampowered.com/app/2004640/Svarogs_Dream/?snr=1_7_7_230_150_61
1838970,Crush the Castle Legacy Collection,https://store.steampowered.com/app/1838970/Crush_the_Castle_Legacy_Collection/?snr=1_7_7_230_150_61
3854870,ShipCrafter,https://store.steampowered.com/app/3854870/ShipCrafter/?snr=1_7_7_230_150_61
2614650,World War Z: Valley of the Zeke Episode,https://store.steampowered.com/app/2614650/World_War_Z_Valley_of_the_Zeke_Episode/?snr=1_7_7_230_150_61
1299170,Ova Magica,https://store.steampowered.com/app/1299170/Ova_Magica/?snr=1_7_7_230_150_61
915810,Midnight Ghost Hunt,https://store.steampowered.com/app/915810/Midnight_Ghost_Hunt/?snr=1_7_7_230_150_61
3372880,Astral Ascent - The Outer Reaches,https://store.steampowered.com/app/3372880/Astral_Ascent__The_Outer_Reaches/?snr=1_7_7_230_150_61
1910090,Towa and the Guardians of the Sacred Tree,https://store.steampowered.com/app/1910090/Towa_and_the_Guardians_of_the_Sacred_Tree/?snr=1_7_7_230_150_61
3027930,Karate Survivor,https://store.steampowered.com/app/3027930/Karate_Survivor/?snr=1_7_7_230_150_61
212630,Tom Clancy's Ghost Recon: Future Soldier™,https://store.steampowered.com/app/212630/Tom_Clancys_Ghost_Recon_Future_Soldier/?snr=1_7_7_230_150_61
3312110,Hell Let Loose - Wacht am Rhein Units,https://store.steampowered.com/app/3312110/Hell_Let_Loose__Wacht_am_Rhein_Units/?snr=1_7_7_230_150_61
1548180,Worship,https://store.steampowered.com/app/1548180/Worship/?snr=1_7_7_230_150_61
442052,Just Cause™ 3 DLC: Reaper Missile Mech,https://store.steampowered.com/app/442052/Just_Cause_3_DLC_Reaper_Missile_Mech/?snr=1_7_7_230_150_61
1739300,Smack Studio,https://store.steampowered.com/app/1739300/Smack_Studio/?snr=1_7_7_230_150_61
2776780,Blood Bar Tycoon,https://store.steampowered.com/app/2776780/Blood_Bar_Tycoon/?snr=1_7_7_230_150_61
1053680,Granny Simulator,https://store.steampowered.com/app/1053680/Granny_Simulator/?snr=1_7_7_230_150_61
3083300,Proverbs,https://store.steampowered.com/app/3083300/Proverbs/?snr=1_7_7_230_150_61
1110100,Power Rangers: Battle for the Grid,https://store.steampowered.com/app/1110100/Power_Rangers_Battle_for_the_Grid/?snr=1_7_7_230_150_61
47892,The Sims™ 3 World Adventures,https://store.steampowered.com/app/47892/The_Sims_3_World_Adventures/?snr=1_7_7_230_150_61
1521160,Are You Smarter Than A 5th Grader,https://store.steampowered.com/app/1521160/Are_You_Smarter_Than_A_5th_Grader/?snr=1_7_7_230_150_61
3443400,Anomaly Evolution,https://store.steampowered.com/app/3443400/Anomaly_Evolution/?snr=1_7_7_230_150_61
3509160,BAIONLENJA,https://store.steampowered.com/app/3509160/BAIONLENJA/?snr=1_7_7_230_150_61
3360500,Monster Hunter Wilds - Alma Outfit: Cammy Outfit - SF6,https://store.steampowered.com/app/3360500/Monster_Hunter_Wilds__Alma_Outfit_Cammy_Outfit__SF6/?snr=1_7_7_230_150_61
3150510,Humiliation Dungeon Survivors,https://store.steampowered.com/app/3150510/Humiliation_Dungeon_Survivors/?snr=1_7_7_230_150_61
870200,Juno: New Origins,https://store.steampowered.com/app/870200/Juno_New_Origins/?snr=1_7_7_230_150_61
1386900,Observer: System Redux,https://store.steampowered.com/app/1386900/Observer_System_Redux/?snr=1_7_7_230_150_61
3110360,HITMAN 3 - The Drop Pack,https://store.steampowered.com/app/3110360/HITMAN_3__The_Drop_Pack/?snr=1_7_7_230_150_63
3915230,Monster Girls Onsen,https://store.steampowered.com/app/3915230/Monster_Girls_Onsen/?snr=1_7_7_230_150_63
438490,GOD EATER 2 Rage Burst,https://store.steampowered.com/app/438490/GOD_EATER_2_Rage_Burst/?snr=1_7_7_230_150_63
895493,Life is Strange 2 - Episode 5,https://store.steampowered.com/app/895493/Life_is_Strange_2__Episode_5/?snr=1_7_7_230_150_63
2367820,despelote,https://store.steampowered.com/app/2367820/despelote/?snr=1_7_7_230_150_63
212070,Star Conflict,https://store.steampowered.com/app/212070/Star_Conflict/?snr=1_7_7_230_150_63
3327170,Minutescape,https://store.steampowered.com/app/3327170/Minutescape/?snr=1_7_7_230_150_63
3811390,WASD : The Adventure of Tori,https://store.steampowered.com/app/3811390/WASD__The_Adventure_of_Tori/?snr=1_7_7_230_150_63
1425820,"Warhammer 40,000: Gladius - Craftworld Aeldari",https://store.steampowered.com/app/1425820/Warhammer_40000_Gladius__Craftworld_Aeldari/?snr=1_7_7_230_150_63
999220,Amnesia: Rebirth,https://store.steampowered.com/app/999220/Amnesia_Rebirth/?snr=1_7_7_230_150_63
3354260,TCG Multiplayer Card Shop Simulator,https://store.steampowered.com/app/3354260/TCG_Multiplayer_Card_Shop_Simulator/?snr=1_7_7_230_150_63
218640,Lucius,https://store.steampowered.com/app/218640/Lucius/?snr=1_7_7_230_150_63
1144770,SLUDGE LIFE,https://store.steampowered.com/app/1144770/SLUDGE_LIFE/?snr=1_7_7_230_150_63
1129050,Parkitect - Taste of Adventure,https://store.steampowered.com/app/1129050/Parkitect__Taste_of_Adventure/?snr=1_7_7_230_150_63
2780800,Euro Truck Simulator 2 - JCB Equipment Pack,https://store.steampowered.com/app/2780800/Euro_Truck_Simulator_2__JCB_Equipment_Pack/?snr=1_7_7_230_150_63
1899060,Pocket Mirror ~ GoldenerTraum,https://store.steampowered.com/app/1899060/Pocket_Mirror__GoldenerTraum/?snr=1_7_7_230_150_63
411960,TY the Tasmanian Tiger,https://store.steampowered.com/app/411960/TY_the_Tasmanian_Tiger/?snr=1_7_7_230_150_63
255960,Bad Mojo Redux,https://store.steampowered.com/app/255960/Bad_Mojo_Redux/?snr=1_7_7_230_150_63
729040,Borderlands Game of the Year Enhanced,https://store.steampowered.com/app/729040/Borderlands_Game_of_the_Year_Enhanced/?snr=1_7_7_230_150_63
1945682,PAYDAY 2: McShay Weapon Pack,https://store.steampowered.com/app/1945682/PAYDAY_2_McShay_Weapon_Pack/?snr=1_7_7_230_150_63
2187930,American Truck Simulator - Wild West Paint Jobs Pack,https://store.steampowered.com/app/2187930/American_Truck_Simulator__Wild_West_Paint_Jobs_Pack/?snr=1_7_7_230_150_63
2375260,Tattoo Tycoon,https://store.steampowered.com/app/2375260/Tattoo_Tycoon/?snr=1_7_7_230_150_63
2081470,Red Matter 2,https://store.steampowered.com/app/2081470/Red_Matter_2/?snr=1_7_7_230_150_63
1990590,Nightmare Hunter,https://store.steampowered.com/app/1990590/Nightmare_Hunter/?snr=1_7_7_230_150_63
2564580,Pathfinder: Wrath of the Righteous - A Dance of Masks,https://store.steampowered.com/app/2564580/Pathfinder_Wrath_of_the_Righteous__A_Dance_of_Masks/?snr=1_7_7_230_150_63
2315690,WWE 2K24,https://store.steampowered.com/app/2315690/WWE_2K24/?snr=1_7_7_230_150_63
928390,R-Type Dimensions EX,https://store.steampowered.com/app/928390/RType_Dimensions_EX/?snr=1_7_7_230_150_63
2900730,Gold Mining Simulator - Mini Mining Machines,https://store.steampowered.com/app/2900730/Gold_Mining_Simulator__Mini_Mining_Machines/?snr=1_7_7_230_150_63
3185650,"Across the Obelisk: Sigrun, the Valkyrie",https://store.steampowered.com/app/3185650/Across_the_Obelisk_Sigrun_the_Valkyrie/?snr=1_7_7_230_150_63
1743850,HYPER DEMON,https://store.steampowered.com/app/1743850/HYPER_DEMON/?snr=1_7_7_230_150_63
2313140,"OPPAI Ero App Academy Bigger, Better, Electric Boobaloo!",https://store.steampowered.com/app/2313140/OPPAI_Ero_App_Academy_Bigger_Better_Electric_Boobaloo/?snr=1_7_7_230_150_63
31810,Nancy Drew®: Last Train to Blue Moon Canyon,https://store.steampowered.com/app/31810/Nancy_Drew_Last_Train_to_Blue_Moon_Canyon/?snr=1_7_7_230_150_63
2450450,MEGATON MUSASHI W: WIRED,https://store.steampowered.com/app/2450450/MEGATON_MUSASHI_W_WIRED/?snr=1_7_7_230_150_63
2204350,Midnight Heist,https://store.steampowered.com/app/2204350/Midnight_Heist/?snr=1_7_7_230_150_63
636450,Rez Infinite,https://store.steampowered.com/app/636450/Rez_Infinite/?snr=1_7_7_230_150_63
1181990,Batman - The Enemy Within Shadows Mode,https://store.steampowered.com/app/1181990/Batman__The_Enemy_Within_Shadows_Mode/?snr=1_7_7_230_150_63
3653600,This Isn't Just Tower Defense,https://store.steampowered.com/app/3653600/This_Isnt_Just_Tower_Defense/?snr=1_7_7_230_150_63
2210,Quake 4,https://store.steampowered.com/app/2210/Quake_4/?snr=1_7_7_230_150_63
1010750,Blood™ Fresh Supply,https://store.steampowered.com/app/1010750/Blood_Fresh_Supply/?snr=1_7_7_230_150_63
355890,Hotline Miami 2: Wrong Number - Soundtrack,https://store.steampowered.com/app/355890/Hotline_Miami_2_Wrong_Number__Soundtrack/?snr=1_7_7_230_150_63
1599560,Wanderer,https://store.steampowered.com/app/1599560/Wanderer/?snr=1_7_7_230_150_63
1898290,LEGO® Bricktales,https://store.steampowered.com/app/1898290/LEGO_Bricktales/?snr=1_7_7_230_150_63
3004470,Salvor DEEP,https://store.steampowered.com/app/3004470/Salvor_DEEP/?snr=1_7_7_230_150_63
3063750,Pixel Dungeon VR,https://store.steampowered.com/app/3063750/Pixel_Dungeon_VR/?snr=1_7_7_230_150_63
2277320,Necrosmith 2,https://store.steampowered.com/app/2277320/Necrosmith_2/?snr=1_7_7_230_150_63
2749310,Caribbean Legend - Supporter Pack,https://store.steampowered.com/app/2749310/Caribbean_Legend__Supporter_Pack/?snr=1_7_7_230_150_63
1028590,The WILDS,https://store.steampowered.com/app/1028590/The_WILDS/?snr=1_7_7_230_150_63
2067350,Phantom Breaker: Battle Grounds Ultimate,https://store.steampowered.com/app/2067350/Phantom_Breaker_Battle_Grounds_Ultimate/?snr=1_7_7_230_150_63
1427340,Witchy Life Story,https://store.steampowered.com/app/1427340/Witchy_Life_Story/?snr=1_7_7_230_150_63
1960270,Lootun,https://store.steampowered.com/app/1960270/Lootun/?snr=1_7_7_230_150_63
1299320,Midnight Castle Succubus DX,https://store.steampowered.com/app/1299320/Midnight_Castle_Succubus_DX/?snr=1_7_7_230_150_63
1597980,City 20,https://store.steampowered.com/app/1597980/City_20/?snr=1_7_7_230_150_63
2198800,CRUMB Circuit Simulator,https://store.steampowered.com/app/2198800/CRUMB_Circuit_Simulator/?snr=1_7_7_230_150_63
48240,Anno 2070™,https://store.steampowered.com/app/48240/Anno_2070/?snr=1_7_7_230_150_63
3123770,XOL: Space Mech Wars,https://store.steampowered.com/app/3123770/XOL_Space_Mech_Wars/?snr=1_7_7_230_150_63
761600,Onimusha: Warlords,https://store.steampowered.com/app/761600/Onimusha_Warlords/?snr=1_7_7_230_150_63
1872750,Sniper Elite 5: Target Führer - Wolf Mountain,https://store.steampowered.com/app/1872750/Sniper_Elite_5_Target_Fhrer__Wolf_Mountain/?snr=1_7_7_230_150_63
3327640,hololive Holo's Hanafuda,https://store.steampowered.com/app/3327640/hololive_Holos_Hanafuda/?snr=1_7_7_230_150_63
696220,Folklore Hunter,https://store.steampowered.com/app/696220/Folklore_Hunter/?snr=1_7_7_230_150_63
656350,UnderMine,https://store.steampowered.com/app/656350/UnderMine/?snr=1_7_7_230_150_63
2864890,Magic Research 2,https://store.steampowered.com/app/2864890/Magic_Research_2/?snr=1_7_7_230_150_63
1775960,Contract Rush DX,https://store.steampowered.com/app/1775960/Contract_Rush_DX/?snr=1_7_7_230_150_63
1714580,moon: Remix RPG Adventure,https://store.steampowered.com/app/1714580/moon_Remix_RPG_Adventure/?snr=1_7_7_230_150_63
1622780,Latex Dungeon,https://store.steampowered.com/app/1622780/Latex_Dungeon/?snr=1_7_7_230_150_63
1442610,Slaves of Magic,https://store.steampowered.com/app/1442610/Slaves_of_Magic/?snr=1_7_7_230_150_63
3252660,Caves of Qud - Pets of Harvest Dawn,https://store.steampowered.com/app/3252660/Caves_of_Qud__Pets_of_Harvest_Dawn/?snr=1_7_7_230_150_63
3401490,Replicube,https://store.steampowered.com/app/3401490/Replicube/?snr=1_7_7_230_150_63
3295380,Placid Plastic Duck Simulator - Ducks Galore,https://store.steampowered.com/app/3295380/Placid_Plastic_Duck_Simulator__Ducks_Galore/?snr=1_7_7_230_150_63
527100,Star Trek™: Bridge Crew,https://store.steampowered.com/app/527100/Star_Trek_Bridge_Crew/?snr=1_7_7_230_150_63
292820,Pajama Sam 4: Life Is Rough When You Lose Your Stuff!,https://store.steampowered.com/app/292820/Pajama_Sam_4_Life_Is_Rough_When_You_Lose_Your_Stuff/?snr=1_7_7_230_150_63
2144481,Cities: Skylines - Content Creator Pack: Skyscrapers,https://store.steampowered.com/app/2144481/Cities_Skylines__Content_Creator_Pack_Skyscrapers/?snr=1_7_7_230_150_63
3698350,DOOM: The Dark Ages - Premium Upgrade,https://store.steampowered.com/app/3698350/DOOM_The_Dark_Ages__Premium_Upgrade/?snr=1_7_7_230_150_63
1662860,Trapper: Drug Dealing RPG,https://store.steampowered.com/app/1662860/Trapper_Drug_Dealing_RPG/?snr=1_7_7_230_150_63
230210,ASYLUM,https://store.steampowered.com/app/230210/ASYLUM/?snr=1_7_7_230_150_63
1182310,The Excavation of Hob's Barrow,https://store.steampowered.com/app/1182310/The_Excavation_of_Hobs_Barrow/?snr=1_7_7_230_150_63
780210,Freeways,https://store.steampowered.com/app/780210/Freeways/?snr=1_7_7_230_150_63
604240,Shotgun Farmers,https://store.steampowered.com/app/604240/Shotgun_Farmers/?snr=1_7_7_230_150_65
1579340,Survive the Fall,https://store.steampowered.com/app/1579340/Survive_the_Fall/?snr=1_7_7_230_150_65
2668040,"Warhammer 40,000: Gladius - Drukhari",https://store.steampowered.com/app/2668040/Warhammer_40000_Gladius__Drukhari/?snr=1_7_7_230_150_65
2775370,Disillusion ST,https://store.steampowered.com/app/2775370/Disillusion_ST/?snr=1_7_7_230_150_65
2470300,Hookah Haze,https://store.steampowered.com/app/2470300/Hookah_Haze/?snr=1_7_7_230_150_65
3602720,CashGrab: Refunded,https://store.steampowered.com/app/3602720/CashGrab_Refunded/?snr=1_7_7_230_150_65
1282550,Project Hospital - Hospital Services,https://store.steampowered.com/app/1282550/Project_Hospital__Hospital_Services/?snr=1_7_7_230_150_65
2402630,Egypt Frontiers,https://store.steampowered.com/app/2402630/Egypt_Frontiers/?snr=1_7_7_230_150_65
589780,The Red Strings Club,https://store.steampowered.com/app/589780/The_Red_Strings_Club/?snr=1_7_7_230_150_65
2957110,Fantasy Online 2,https://store.steampowered.com/app/2957110/Fantasy_Online_2/?snr=1_7_7_230_150_65
1907450,Two Point Campus: School Spirits,https://store.steampowered.com/app/1907450/Two_Point_Campus_School_Spirits/?snr=1_7_7_230_150_65
1267540,WRC 9 FIA World Rally Championship,https://store.steampowered.com/app/1267540/WRC_9_FIA_World_Rally_Championship/?snr=1_7_7_230_150_65
3606830,Life in The Janitor's Room with A JK Girl,https://store.steampowered.com/app/3606830/Life_in_The_Janitors_Room_with_A_JK_Girl/?snr=1_7_7_230_150_65
506970,DARK SOULS™ III - Ashes of Ariandel™,https://store.steampowered.com/app/506970/DARK_SOULS_III__Ashes_of_Ariandel/?snr=1_7_7_230_150_65
3869680,Silent Still 2,https://store.steampowered.com/app/3869680/Silent_Still_2/?snr=1_7_7_230_150_65
2865440,FRONT MISSION 2: Remake,https://store.steampowered.com/app/2865440/FRONT_MISSION_2_Remake/?snr=1_7_7_230_150_65
3714180,Cropia,https://store.steampowered.com/app/3714180/Cropia/?snr=1_7_7_230_150_65
2888120,Auto Clicker,https://store.steampowered.com/app/2888120/Auto_Clicker/?snr=1_7_7_230_150_65
1296660,Wartorn,https://store.steampowered.com/app/1296660/Wartorn/?snr=1_7_7_230_150_65
1492680,The Pathless,https://store.steampowered.com/app/1492680/The_Pathless/?snr=1_7_7_230_150_65
1835240,Spiritfall,https://store.steampowered.com/app/1835240/Spiritfall/?snr=1_7_7_230_150_65
311240,Zero Escape: Zero Time Dilemma,https://store.steampowered.com/app/311240/Zero_Escape_Zero_Time_Dilemma/?snr=1_7_7_230_150_65
1305080,GearBlocks,https://store.steampowered.com/app/1305080/GearBlocks/?snr=1_7_7_230_150_65
429570,The Walking Dead: Michonne - A Telltale Miniseries,https://store.steampowered.com/app/429570/The_Walking_Dead_Michonne__A_Telltale_Miniseries/?snr=1_7_7_230_150_65
2098160,Star Vortex,https://store.steampowered.com/app/2098160/Star_Vortex/?snr=1_7_7_230_150_65
1175830,Legend of Mana,https://store.steampowered.com/app/1175830/Legend_of_Mana/?snr=1_7_7_230_150_65
2611170,DAVY x JONES,https://store.steampowered.com/app/2611170/DAVY_x_JONES/?snr=1_7_7_230_150_65
2524930,We Escaped a Twisted Game,https://store.steampowered.com/app/2524930/We_Escaped_a_Twisted_Game/?snr=1_7_7_230_150_65
3671710,Touhou Kinjoukyou ～ Fossilized Wonders.,https://store.steampowered.com/app/3671710/Touhou_Kinjoukyou__Fossilized_Wonders/?snr=1_7_7_230_150_65
9200,RAGE,https://store.steampowered.com/app/9200/RAGE/?snr=1_7_7_230_150_65
1297210,Tandis,https://store.steampowered.com/app/1297210/Tandis/?snr=1_7_7_230_150_65
2756930,PUMP IT UP RISE,https://store.steampowered.com/app/2756930/PUMP_IT_UP_RISE/?snr=1_7_7_230_150_65
1223810,Full Service,https://store.steampowered.com/app/1223810/Full_Service/?snr=1_7_7_230_150_65
754890,Firmament,https://store.steampowered.com/app/754890/Firmament/?snr=1_7_7_230_150_65
1497460,Wheel World,https://store.steampowered.com/app/1497460/Wheel_World/?snr=1_7_7_230_150_65
2771600,Maid Survivors : Little Angels,https://store.steampowered.com/app/2771600/Maid_Survivors__Little_Angels/?snr=1_7_7_230_150_65
2456420,HUNTER×HUNTER NEN×IMPACT,https://store.steampowered.com/app/2456420/HUNTERxHUNTER_NENxIMPACT/?snr=1_7_7_230_150_65
1074030,Melon Journey: Bittersweet Memories,https://store.steampowered.com/app/1074030/Melon_Journey_Bittersweet_Memories/?snr=1_7_7_230_150_65
3320850,Periapsis: Eclipse,https://store.steampowered.com/app/3320850/Periapsis_Eclipse/?snr=1_7_7_230_150_65
2279730,King Arthur: Legends Rise,https://store.steampowered.com/app/2279730/King_Arthur_Legends_Rise/?snr=1_7_7_230_150_65
292240,"Spy Fox 2 ""Some Assembly Required""",https://store.steampowered.com/app/292240/Spy_Fox_2_Some_Assembly_Required/?snr=1_7_7_230_150_65
2797650,Pip My Dice,https://store.steampowered.com/app/2797650/Pip_My_Dice/?snr=1_7_7_230_150_65
2676180,Fog of War: Book One,https://store.steampowered.com/app/2676180/Fog_of_War_Book_One/?snr=1_7_7_230_150_65
3446190,Hatsune Miku Logic Paint S+,https://store.steampowered.com/app/3446190/Hatsune_Miku_Logic_Paint_S/?snr=1_7_7_230_150_65
3433230,The Gretlow Tapes,https://store.steampowered.com/app/3433230/The_Gretlow_Tapes/?snr=1_7_7_230_150_65
375820,Human Resource Machine,https://store.steampowered.com/app/375820/Human_Resource_Machine/?snr=1_7_7_230_150_65
1485690,Potion Tycoon,https://store.steampowered.com/app/1485690/Potion_Tycoon/?snr=1_7_7_230_150_65
39510,Gothic II: Gold Edition,https://store.steampowered.com/app/39510/Gothic_II_Gold_Edition/?snr=1_7_7_230_150_65
598730,Shakedown: Hawaii,https://store.steampowered.com/app/598730/Shakedown_Hawaii/?snr=1_7_7_230_150_65
2633170,Front Office Football Nine,https://store.steampowered.com/app/2633170/Front_Office_Football_Nine/?snr=1_7_7_230_150_65
3138960,Immerse Gamepack,https://store.steampowered.com/app/3138960/Immerse_Gamepack/?snr=1_7_7_230_150_65
384110,Pathologic Classic HD,https://store.steampowered.com/app/384110/Pathologic_Classic_HD/?snr=1_7_7_230_150_65
15380,Heroes of Might & Magic V: Hammers of Fate,https://store.steampowered.com/app/15380/Heroes_of_Might__Magic_V_Hammers_of_Fate/?snr=1_7_7_230_150_65
1897120,Happiness Double Room,https://store.steampowered.com/app/1897120/Happiness_Double_Room/?snr=1_7_7_230_150_65
2757720,Sonny Legacy Collection,https://store.steampowered.com/app/2757720/Sonny_Legacy_Collection/?snr=1_7_7_230_150_65
3184110,Widget Inc.,https://store.steampowered.com/app/3184110/Widget_Inc/?snr=1_7_7_230_150_65
1388870,Arcade Paradise,https://store.steampowered.com/app/1388870/Arcade_Paradise/?snr=1_7_7_230_150_65
2096030,Snow Plowing Simulator,https://store.steampowered.com/app/2096030/Snow_Plowing_Simulator/?snr=1_7_7_230_150_65
2442380,SNK VS. CAPCOM SVC CHAOS,https://store.steampowered.com/app/2442380/SNK_VS_CAPCOM_SVC_CHAOS/?snr=1_7_7_230_150_67
